record_type,pair_id,request_id,category,token_bucket,modality,layer,tokens,vision_tokens,text_tokens,total_assignments,vision_assignments,text_assignments,vision_fraction,R_R0,R_R1,R_R2,R_R3,V_R0,V_R1,V_R2,V_R3,T_R0,T_R1,T_R2,T_R3,active_ranks_R,critical_rank_R,critical_rank_V,critical_rank_T,critical_V_eq_R,critical_T_eq_R
request_layer,1,text_01_clock_motion,text_only,small,text,26,129,0,129,1032,0,1032,0.0,308,200,215,309,0,0,0,0,308,200,215,309,4,3,-1,3,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,27,129,0,129,1032,0,1032,0.0,122,274,327,309,0,0,0,0,122,274,327,309,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,28,129,0,129,1032,0,1032,0.0,219,215,447,151,0,0,0,0,219,215,447,151,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,29,129,0,129,1032,0,1032,0.0,253,193,351,235,0,0,0,0,253,193,351,235,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,30,129,0,129,1032,0,1032,0.0,116,316,477,123,0,0,0,0,116,316,477,123,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,31,129,0,129,1032,0,1032,0.0,420,177,257,178,0,0,0,0,420,177,257,178,4,0,-1,0,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,32,129,0,129,1032,0,1032,0.0,238,369,167,258,0,0,0,0,238,369,167,258,4,1,-1,1,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,33,129,0,129,1032,0,1032,0.0,158,336,230,308,0,0,0,0,158,336,230,308,4,1,-1,1,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,34,129,0,129,1032,0,1032,0.0,294,284,232,222,0,0,0,0,294,284,232,222,4,0,-1,0,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,35,129,0,129,1032,0,1032,0.0,318,240,247,227,0,0,0,0,318,240,247,227,4,0,-1,0,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,36,129,0,129,1032,0,1032,0.0,344,158,184,346,0,0,0,0,344,158,184,346,4,3,-1,3,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,37,129,0,129,1032,0,1032,0.0,193,290,234,315,0,0,0,0,193,290,234,315,4,3,-1,3,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,38,129,0,129,1032,0,1032,0.0,282,194,268,288,0,0,0,0,282,194,268,288,4,3,-1,3,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,39,129,0,129,1032,0,1032,0.0,149,246,309,328,0,0,0,0,149,246,309,328,4,3,-1,3,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,40,129,0,129,1032,0,1032,0.0,205,263,367,197,0,0,0,0,205,263,367,197,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,41,129,0,129,1032,0,1032,0.0,246,232,381,173,0,0,0,0,246,232,381,173,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,42,129,0,129,1032,0,1032,0.0,248,298,275,211,0,0,0,0,248,298,275,211,4,1,-1,1,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,43,129,0,129,1032,0,1032,0.0,251,284,355,142,0,0,0,0,251,284,355,142,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,44,129,0,129,1032,0,1032,0.0,254,140,353,285,0,0,0,0,254,140,353,285,4,2,-1,2,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,45,129,0,129,1032,0,1032,0.0,354,183,298,197,0,0,0,0,354,183,298,197,4,0,-1,0,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,46,129,0,129,1032,0,1032,0.0,367,162,292,211,0,0,0,0,367,162,292,211,4,0,-1,0,False,True
request_layer,1,text_01_clock_motion,text_only,small,text,47,129,0,129,1032,0,1032,0.0,308,192,165,367,0,0,0,0,308,192,165,367,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,0,146,0,146,1168,0,1168,0.0,258,273,311,326,0,0,0,0,258,273,311,326,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,1,146,0,146,1168,0,1168,0.0,301,179,337,351,0,0,0,0,301,179,337,351,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,2,146,0,146,1168,0,1168,0.0,285,289,398,196,0,0,0,0,285,289,398,196,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,3,146,0,146,1168,0,1168,0.0,347,267,316,238,0,0,0,0,347,267,316,238,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,4,146,0,146,1168,0,1168,0.0,253,311,366,238,0,0,0,0,253,311,366,238,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,5,146,0,146,1168,0,1168,0.0,314,270,342,242,0,0,0,0,314,270,342,242,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,6,146,0,146,1168,0,1168,0.0,290,319,390,169,0,0,0,0,290,319,390,169,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,7,146,0,146,1168,0,1168,0.0,333,191,265,379,0,0,0,0,333,191,265,379,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,8,146,0,146,1168,0,1168,0.0,276,469,207,216,0,0,0,0,276,469,207,216,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,9,146,0,146,1168,0,1168,0.0,224,363,257,324,0,0,0,0,224,363,257,324,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,10,146,0,146,1168,0,1168,0.0,281,341,246,300,0,0,0,0,281,341,246,300,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,11,146,0,146,1168,0,1168,0.0,227,348,330,263,0,0,0,0,227,348,330,263,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,12,146,0,146,1168,0,1168,0.0,241,225,295,407,0,0,0,0,241,225,295,407,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,13,146,0,146,1168,0,1168,0.0,264,245,254,405,0,0,0,0,264,245,254,405,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,14,146,0,146,1168,0,1168,0.0,428,210,183,347,0,0,0,0,428,210,183,347,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,15,146,0,146,1168,0,1168,0.0,152,351,375,290,0,0,0,0,152,351,375,290,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,16,146,0,146,1168,0,1168,0.0,249,213,408,298,0,0,0,0,249,213,408,298,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,17,146,0,146,1168,0,1168,0.0,337,237,330,264,0,0,0,0,337,237,330,264,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,18,146,0,146,1168,0,1168,0.0,256,327,404,181,0,0,0,0,256,327,404,181,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,19,146,0,146,1168,0,1168,0.0,336,212,265,355,0,0,0,0,336,212,265,355,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,20,146,0,146,1168,0,1168,0.0,308,421,182,257,0,0,0,0,308,421,182,257,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,21,146,0,146,1168,0,1168,0.0,293,302,262,311,0,0,0,0,293,302,262,311,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,22,146,0,146,1168,0,1168,0.0,286,342,212,328,0,0,0,0,286,342,212,328,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,23,146,0,146,1168,0,1168,0.0,283,322,291,272,0,0,0,0,283,322,291,272,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,24,146,0,146,1168,0,1168,0.0,275,210,288,395,0,0,0,0,275,210,288,395,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,25,146,0,146,1168,0,1168,0.0,247,278,217,426,0,0,0,0,247,278,217,426,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,26,146,0,146,1168,0,1168,0.0,408,214,229,317,0,0,0,0,408,214,229,317,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,27,146,0,146,1168,0,1168,0.0,162,384,307,315,0,0,0,0,162,384,307,315,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,28,146,0,146,1168,0,1168,0.0,179,212,508,269,0,0,0,0,179,212,508,269,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,29,146,0,146,1168,0,1168,0.0,344,246,329,249,0,0,0,0,344,246,329,249,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,30,146,0,146,1168,0,1168,0.0,211,329,452,176,0,0,0,0,211,329,452,176,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,31,146,0,146,1168,0,1168,0.0,350,158,270,390,0,0,0,0,350,158,270,390,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,32,146,0,146,1168,0,1168,0.0,323,409,164,272,0,0,0,0,323,409,164,272,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,33,146,0,146,1168,0,1168,0.0,289,374,265,240,0,0,0,0,289,374,265,240,4,1,-1,1,False,True
request_layer,2,text_02_cat,text_only,small,text,34,146,0,146,1168,0,1168,0.0,301,294,277,296,0,0,0,0,301,294,277,296,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,35,146,0,146,1168,0,1168,0.0,355,296,319,198,0,0,0,0,355,296,319,198,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,36,146,0,146,1168,0,1168,0.0,248,164,319,437,0,0,0,0,248,164,319,437,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,37,146,0,146,1168,0,1168,0.0,268,311,231,358,0,0,0,0,268,311,231,358,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,38,146,0,146,1168,0,1168,0.0,298,257,283,330,0,0,0,0,298,257,283,330,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,39,146,0,146,1168,0,1168,0.0,190,342,253,383,0,0,0,0,190,342,253,383,4,3,-1,3,False,True
request_layer,2,text_02_cat,text_only,small,text,40,146,0,146,1168,0,1168,0.0,176,288,436,268,0,0,0,0,176,288,436,268,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,41,146,0,146,1168,0,1168,0.0,333,252,371,212,0,0,0,0,333,252,371,212,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,42,146,0,146,1168,0,1168,0.0,334,289,261,284,0,0,0,0,334,289,261,284,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,43,146,0,146,1168,0,1168,0.0,348,339,333,148,0,0,0,0,348,339,333,148,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,44,146,0,146,1168,0,1168,0.0,320,257,377,214,0,0,0,0,320,257,377,214,4,2,-1,2,False,True
request_layer,2,text_02_cat,text_only,small,text,45,146,0,146,1168,0,1168,0.0,404,182,354,228,0,0,0,0,404,182,354,228,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,46,146,0,146,1168,0,1168,0.0,445,143,305,275,0,0,0,0,445,143,305,275,4,0,-1,0,False,True
request_layer,2,text_02_cat,text_only,small,text,47,146,0,146,1168,0,1168,0.0,349,221,167,431,0,0,0,0,349,221,167,431,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,0,165,0,165,1320,0,1320,0.0,264,363,342,351,0,0,0,0,264,363,342,351,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,1,165,0,165,1320,0,1320,0.0,331,263,357,369,0,0,0,0,331,263,357,369,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,2,165,0,165,1320,0,1320,0.0,433,281,334,272,0,0,0,0,433,281,334,272,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,3,165,0,165,1320,0,1320,0.0,381,245,377,317,0,0,0,0,381,245,377,317,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,4,165,0,165,1320,0,1320,0.0,249,375,367,329,0,0,0,0,249,375,367,329,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,5,165,0,165,1320,0,1320,0.0,469,354,260,237,0,0,0,0,469,354,260,237,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,6,165,0,165,1320,0,1320,0.0,165,346,486,323,0,0,0,0,165,346,486,323,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,7,165,0,165,1320,0,1320,0.0,580,212,208,320,0,0,0,0,580,212,208,320,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,8,165,0,165,1320,0,1320,0.0,197,431,285,407,0,0,0,0,197,431,285,407,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,9,165,0,165,1320,0,1320,0.0,293,334,387,306,0,0,0,0,293,334,387,306,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,10,165,0,165,1320,0,1320,0.0,422,446,262,190,0,0,0,0,422,446,262,190,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,11,165,0,165,1320,0,1320,0.0,313,433,345,229,0,0,0,0,313,433,345,229,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,12,165,0,165,1320,0,1320,0.0,477,201,194,448,0,0,0,0,477,201,194,448,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,13,165,0,165,1320,0,1320,0.0,253,283,349,435,0,0,0,0,253,283,349,435,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,14,165,0,165,1320,0,1320,0.0,511,215,188,406,0,0,0,0,511,215,188,406,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,15,165,0,165,1320,0,1320,0.0,114,386,420,400,0,0,0,0,114,386,420,400,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,16,165,0,165,1320,0,1320,0.0,268,180,547,325,0,0,0,0,268,180,547,325,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,17,165,0,165,1320,0,1320,0.0,364,323,410,223,0,0,0,0,364,323,410,223,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,18,165,0,165,1320,0,1320,0.0,158,376,505,281,0,0,0,0,158,376,505,281,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,19,165,0,165,1320,0,1320,0.0,614,213,201,292,0,0,0,0,614,213,201,292,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,20,165,0,165,1320,0,1320,0.0,177,474,285,384,0,0,0,0,177,474,285,384,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,21,165,0,165,1320,0,1320,0.0,241,342,398,339,0,0,0,0,241,342,398,339,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,22,165,0,165,1320,0,1320,0.0,438,421,255,206,0,0,0,0,438,421,255,206,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,23,165,0,165,1320,0,1320,0.0,386,367,321,246,0,0,0,0,386,367,321,246,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,24,165,0,165,1320,0,1320,0.0,492,184,213,431,0,0,0,0,492,184,213,431,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,25,165,0,165,1320,0,1320,0.0,205,316,322,477,0,0,0,0,205,316,322,477,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,26,165,0,165,1320,0,1320,0.0,437,223,276,384,0,0,0,0,437,223,276,384,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,27,165,0,165,1320,0,1320,0.0,128,403,416,373,0,0,0,0,128,403,416,373,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,28,165,0,165,1320,0,1320,0.0,249,187,592,292,0,0,0,0,249,187,592,292,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,29,165,0,165,1320,0,1320,0.0,356,304,440,220,0,0,0,0,356,304,440,220,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,30,165,0,165,1320,0,1320,0.0,152,357,571,240,0,0,0,0,152,357,571,240,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,31,165,0,165,1320,0,1320,0.0,586,211,232,291,0,0,0,0,586,211,232,291,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,32,165,0,165,1320,0,1320,0.0,206,417,269,428,0,0,0,0,206,417,269,428,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,33,165,0,165,1320,0,1320,0.0,247,360,408,305,0,0,0,0,247,360,408,305,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,34,165,0,165,1320,0,1320,0.0,466,424,253,177,0,0,0,0,466,424,253,177,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,35,165,0,165,1320,0,1320,0.0,405,354,325,236,0,0,0,0,405,354,325,236,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,36,165,0,165,1320,0,1320,0.0,412,191,306,411,0,0,0,0,412,191,306,411,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,37,165,0,165,1320,0,1320,0.0,235,391,368,326,0,0,0,0,235,391,368,326,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,38,165,0,165,1320,0,1320,0.0,391,201,329,399,0,0,0,0,391,201,329,399,4,3,-1,3,False,True
request_layer,3,text_03_phantom,text_only,small,text,39,165,0,165,1320,0,1320,0.0,182,379,429,330,0,0,0,0,182,379,429,330,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,40,165,0,165,1320,0,1320,0.0,236,236,544,304,0,0,0,0,236,236,544,304,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,41,165,0,165,1320,0,1320,0.0,345,324,440,211,0,0,0,0,345,324,440,211,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,42,165,0,165,1320,0,1320,0.0,326,537,196,261,0,0,0,0,326,537,196,261,4,1,-1,1,False,True
request_layer,3,text_03_phantom,text_only,small,text,43,165,0,165,1320,0,1320,0.0,343,313,490,174,0,0,0,0,343,313,490,174,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,44,165,0,165,1320,0,1320,0.0,282,161,442,435,0,0,0,0,282,161,442,435,4,2,-1,2,False,True
request_layer,3,text_03_phantom,text_only,small,text,45,165,0,165,1320,0,1320,0.0,428,306,356,230,0,0,0,0,428,306,356,230,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,46,165,0,165,1320,0,1320,0.0,599,247,291,183,0,0,0,0,599,247,291,183,4,0,-1,0,False,True
request_layer,3,text_03_phantom,text_only,small,text,47,165,0,165,1320,0,1320,0.0,405,344,205,366,0,0,0,0,405,344,205,366,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,0,165,0,165,1320,0,1320,0.0,305,302,358,355,0,0,0,0,305,302,358,355,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,1,165,0,165,1320,0,1320,0.0,350,184,367,419,0,0,0,0,350,184,367,419,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,2,165,0,165,1320,0,1320,0.0,354,328,438,200,0,0,0,0,354,328,438,200,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,3,165,0,165,1320,0,1320,0.0,422,327,349,222,0,0,0,0,422,327,349,222,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,4,165,0,165,1320,0,1320,0.0,248,308,479,285,0,0,0,0,248,308,479,285,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,5,165,0,165,1320,0,1320,0.0,431,298,355,236,0,0,0,0,431,298,355,236,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,6,165,0,165,1320,0,1320,0.0,308,315,424,273,0,0,0,0,308,315,424,273,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,7,165,0,165,1320,0,1320,0.0,418,184,371,347,0,0,0,0,418,184,371,347,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,8,165,0,165,1320,0,1320,0.0,330,516,216,258,0,0,0,0,330,516,216,258,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,9,165,0,165,1320,0,1320,0.0,181,449,289,401,0,0,0,0,181,449,289,401,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,10,165,0,165,1320,0,1320,0.0,235,430,257,398,0,0,0,0,235,430,257,398,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,11,165,0,165,1320,0,1320,0.0,230,368,414,308,0,0,0,0,230,368,414,308,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,12,165,0,165,1320,0,1320,0.0,349,198,326,447,0,0,0,0,349,198,326,447,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,13,165,0,165,1320,0,1320,0.0,265,398,320,337,0,0,0,0,265,398,320,337,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,14,165,0,165,1320,0,1320,0.0,402,289,217,412,0,0,0,0,402,289,217,412,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,15,165,0,165,1320,0,1320,0.0,82,358,463,417,0,0,0,0,82,358,463,417,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,16,165,0,165,1320,0,1320,0.0,395,274,351,300,0,0,0,0,395,274,351,300,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,17,165,0,165,1320,0,1320,0.0,321,246,451,302,0,0,0,0,321,246,451,302,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,18,165,0,165,1320,0,1320,0.0,349,296,441,234,0,0,0,0,349,296,441,234,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,19,165,0,165,1320,0,1320,0.0,438,244,341,297,0,0,0,0,438,244,341,297,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,20,165,0,165,1320,0,1320,0.0,327,496,209,288,0,0,0,0,327,496,209,288,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,21,165,0,165,1320,0,1320,0.0,218,438,271,393,0,0,0,0,218,438,271,393,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,22,165,0,165,1320,0,1320,0.0,244,415,242,419,0,0,0,0,244,415,242,419,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,23,165,0,165,1320,0,1320,0.0,321,330,330,339,0,0,0,0,321,330,330,339,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,24,165,0,165,1320,0,1320,0.0,411,164,305,440,0,0,0,0,411,164,305,440,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,25,165,0,165,1320,0,1320,0.0,265,405,290,360,0,0,0,0,265,405,290,360,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,26,165,0,165,1320,0,1320,0.0,341,271,287,421,0,0,0,0,341,271,287,421,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,27,165,0,165,1320,0,1320,0.0,106,385,408,421,0,0,0,0,106,385,408,421,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,28,165,0,165,1320,0,1320,0.0,323,308,433,256,0,0,0,0,323,308,433,256,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,29,165,0,165,1320,0,1320,0.0,318,273,430,299,0,0,0,0,318,273,430,299,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,30,165,0,165,1320,0,1320,0.0,245,351,492,232,0,0,0,0,245,351,492,232,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,31,165,0,165,1320,0,1320,0.0,444,185,378,313,0,0,0,0,444,185,378,313,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,32,165,0,165,1320,0,1320,0.0,338,502,185,295,0,0,0,0,338,502,185,295,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,33,165,0,165,1320,0,1320,0.0,221,472,286,341,0,0,0,0,221,472,286,341,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,34,165,0,165,1320,0,1320,0.0,253,368,308,391,0,0,0,0,253,368,308,391,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,35,165,0,165,1320,0,1320,0.0,410,296,371,243,0,0,0,0,410,296,371,243,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,36,165,0,165,1320,0,1320,0.0,378,134,376,432,0,0,0,0,378,134,376,432,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,37,165,0,165,1320,0,1320,0.0,288,414,303,315,0,0,0,0,288,414,303,315,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,38,165,0,165,1320,0,1320,0.0,242,311,337,430,0,0,0,0,242,311,337,430,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,39,165,0,165,1320,0,1320,0.0,140,403,328,449,0,0,0,0,140,403,328,449,4,3,-1,3,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,40,165,0,165,1320,0,1320,0.0,286,370,362,302,0,0,0,0,286,370,362,302,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,41,165,0,165,1320,0,1320,0.0,275,291,495,259,0,0,0,0,275,291,495,259,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,42,165,0,165,1320,0,1320,0.0,317,457,290,256,0,0,0,0,317,457,290,256,4,1,-1,1,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,43,165,0,165,1320,0,1320,0.0,336,307,449,228,0,0,0,0,336,307,449,228,4,2,-1,2,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,44,165,0,165,1320,0,1320,0.0,433,241,341,305,0,0,0,0,433,241,341,305,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,45,165,0,165,1320,0,1320,0.0,460,181,383,296,0,0,0,0,460,181,383,296,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,46,165,0,165,1320,0,1320,0.0,533,201,329,257,0,0,0,0,533,201,329,257,4,0,-1,0,False,True
request_layer,4,text_04_color_wheel,text_only,small,text,47,165,0,165,1320,0,1320,0.0,389,223,199,509,0,0,0,0,389,223,199,509,4,3,-1,3,False,True
request_layer,5,text_05_coffee,text_only,small,text,0,248,0,248,1984,0,1984,0.0,455,492,538,499,0,0,0,0,455,492,538,499,4,2,-1,2,False,True
request_layer,5,text_05_coffee,text_only,small,text,1,248,0,248,1984,0,1984,0.0,498,383,518,585,0,0,0,0,498,383,518,585,4,3,-1,3,False,True
request_layer,5,text_05_coffee,text_only,small,text,2,248,0,248,1984,0,1984,0.0,576,483,568,357,0,0,0,0,576,483,568,357,4,0,-1,0,False,True
request_layer,5,text_05_coffee,text_only,small,text,3,248,0,248,1984,0,1984,0.0,589,433,577,385,0,0,0,0,589,433,577,385,4,0,-1,0,False,True
request_layer,5,text_05_coffee,text_only,small,text,4,248,0,248,1984,0,1984,0.0,415,515,678,376,0,0,0,0,415,515,678,376,4,2,-1,2,False,True
