source,sample_id,category,layer,ep_size,semantic_vision_assignments,refined_vision_assignments,risk_ratio,semantic_load,refined_load,stock_max_rank_load,semantic_max_rank_load,semantic_mean_rank_load,semantic_max_mean,refined_max_rank_load,refined_mean_rank_load,refined_max_mean,additional_max_rank_work_removed,incremental_max_rank_oracle_pct,semantic_max_rank_reduction_vs_stock_pct,refined_max_rank_reduction_vs_stock_pct,incremental_max_rank_reduction_pp
EP4_output_capture_virtual_linear_remap,chessboard_GRAY_e336,chart_document,47,16,566,566,0.978932454756601,"[36, 92, 50, 61, 56, 24, 52, 58, 12, 34, 21, 46, 32, 88, 47, 57]","[43, 64, 49, 63, 63, 26, 53, 62, 15, 39, 21, 53, 37, 63, 58, 57]",128,92,47.875,1.9216710182767625,64,47.875,1.3368146214099217,28,30.434782608695652,28.125,50.0,21.875
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,4,2,1106,1106,0.9822916135591133,"[477, 829]","[613, 693]",1116,829,653.0,1.2695252679938744,693,653.0,1.0612557427258806,136,16.405307599517492,25.7168458781362,37.903225806451616,12.186379928315413
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,4,4,1106,1106,0.9792548514091427,"[187, 290, 274, 555]","[216, 347, 314, 429]",747,555,326.5,1.6998468606431854,429,326.5,1.3139356814701377,126,22.7027027027027,25.70281124497992,42.570281124497996,16.867469879518072
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,4,8,1106,1106,0.9811653179159655,"[132, 55, 121, 169, 197, 77, 194, 361]","[141, 70, 129, 202, 217, 84, 226, 237]",498,361,163.25,2.211332312404288,237,163.25,1.451761102603369,124,34.34903047091413,27.51004016064257,52.40963855421687,24.899598393574298
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,4,16,1106,1106,0.979174741434431,"[74, 58, 25, 30, 106, 15, 142, 27, 93, 104, 50, 27, 81, 113, 114, 247]","[83, 52, 31, 37, 111, 14, 147, 32, 100, 113, 58, 27, 92, 134, 127, 148]",344,247,81.625,3.0260336906584993,148,81.625,1.8131699846860643,99,40.08097165991903,28.197674418604652,56.97674418604651,28.77906976744186
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,12,2,1106,1106,0.9397396221589259,"[684, 622]","[653, 653]",925,684,653.0,1.0474732006125573,653,653.0,1.0,31,4.5321637426900585,26.054054054054053,29.405405405405407,3.3513513513513513
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,12,4,1106,1106,0.9503616426149847,"[326, 358, 264, 358]","[327, 327, 325, 327]",506,358,326.5,1.0964777947932618,327,326.5,1.001531393568147,31,8.659217877094973,29.24901185770751,35.37549407114624,6.126482213438735
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,12,8,1106,1106,0.980864525648895,"[152, 174, 100, 258, 170, 94, 278, 80]","[178, 200, 126, 201, 198, 103, 201, 99]",387,278,163.25,1.7029096477794794,201,163.25,1.231240428790199,77,27.697841726618705,28.165374677002585,48.06201550387597,19.896640826873384
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,12,16,1106,1106,0.9664630586539482,"[57, 95, 43, 131, 44, 56, 137, 121, 24, 146, 48, 46, 78, 200, 45, 35]","[66, 111, 59, 125, 58, 61, 124, 125, 27, 125, 57, 49, 97, 125, 60, 37]",284,200,81.625,2.450229709035222,125,81.625,1.5313935681470139,75,37.5,29.577464788732396,55.985915492957744,26.408450704225352
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,24,2,1106,1106,0.8545621451524652,"[625, 681]","[653, 653]",900,681,653.0,1.0428790199081164,653,653.0,1.0,28,4.1116005873715125,24.333333333333332,27.444444444444443,3.111111111111111
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,24,4,1106,1106,0.8877569851861137,"[259, 366, 308, 373]","[326, 327, 327, 326]",501,373,326.5,1.1424196018376722,327,326.5,1.001531393568147,46,12.332439678284182,25.548902195608783,34.73053892215569,9.181636726546905
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,24,8,1106,1106,0.9233243177588386,"[145, 114, 209, 157, 161, 147, 240, 133]","[164, 158, 164, 164, 164, 164, 164, 164]",316,240,163.25,1.4701378254211332,164,163.25,1.004594180704441,76,31.666666666666668,24.050632911392405,48.10126582278481,24.050632911392405
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,24,16,1106,1106,0.9388644348021975,"[60, 85, 62, 52, 80, 129, 75, 82, 53, 108, 66, 81, 74, 166, 75, 58]","[78, 90, 76, 63, 90, 90, 86, 90, 67, 90, 74, 87, 84, 91, 79, 71]",217,166,81.625,2.0336906584992342,91,81.625,1.114854517611026,75,45.18072289156626,23.502304147465438,58.064516129032256,34.56221198156682
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,36,2,1106,1106,0.942449925209569,"[645, 661]","[653, 653]",916,661,653.0,1.0122511485451762,653,653.0,1.0,8,1.2102874432677762,27.83842794759825,28.7117903930131,0.8733624454148472
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,36,4,1106,1106,0.9507720961957568,"[265, 380, 225, 436]","[340, 340, 286, 340]",564,436,326.5,1.335375191424196,340,326.5,1.0413476263399695,96,22.01834862385321,22.69503546099291,39.716312056737586,17.02127659574468
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,36,8,1106,1106,0.9705927154450874,"[168, 97, 235, 145, 132, 93, 286, 150]","[189, 126, 189, 168, 149, 121, 189, 175]",359,286,163.25,1.7519142419601839,189,163.25,1.1577335375191424,97,33.91608391608391,20.33426183844011,47.353760445682454,27.01949860724234
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,36,16,1106,1106,0.9776425074438168,"[84, 84, 31, 66, 69, 166, 81, 64, 55, 77, 43, 50, 87, 199, 86, 64]","[98, 96, 41, 83, 75, 118, 85, 71, 59, 88, 47, 64, 96, 118, 90, 77]",247,199,81.625,2.437978560490046,118,81.625,1.445635528330781,81,40.7035175879397,19.4331983805668,52.22672064777328,32.79352226720648
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,44,2,1106,1106,0.9527454978979918,"[629, 677]","[653, 653]",912,677,653.0,1.0367534456355283,653,653.0,1.0,24,3.5450516986706058,25.767543859649123,28.399122807017545,2.6315789473684212
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,44,4,1106,1106,0.9483944213289169,"[298, 331, 391, 286]","[326, 326, 327, 327]",539,391,326.5,1.1975497702909648,327,326.5,1.001531393568147,64,16.36828644501279,27.458256029684602,39.332096474953616,11.873840445269016
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,44,8,1106,1106,0.9599383708577564,"[135, 163, 145, 186, 256, 135, 159, 127]","[166, 167, 165, 167, 167, 156, 167, 151]",360,256,163.25,1.5681470137825422,167,163.25,1.0229709035222052,89,34.765625,28.88888888888889,53.611111111111114,24.72222222222222
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,44,16,1106,1106,0.9754532720798961,"[55, 80, 92, 71, 69, 76, 138, 48, 138, 118, 38, 97, 88, 71, 89, 38]","[67, 90, 90, 90, 89, 90, 90, 66, 90, 90, 50, 90, 90, 90, 89, 45]",183,138,81.625,1.6906584992343032,90,81.625,1.1026033690658499,48,34.78260869565217,24.59016393442623,50.81967213114754,26.229508196721312
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,47,2,1106,1106,0.9477099025931376,"[725, 581]","[653, 653]",995,725,653.0,1.110260336906585,653,653.0,1.0,72,9.931034482758621,27.1356783919598,34.37185929648241,7.236180904522613
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,47,4,1106,1106,0.9581685323528063,"[380, 345, 247, 334]","[327, 327, 326, 326]",534,380,326.5,1.1638591117917305,327,326.5,1.001531393568147,53,13.947368421052632,28.83895131086142,38.764044943820224,9.925093632958802
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,47,8,1106,1106,0.9718338914518088,"[223, 157, 128, 217, 76, 171, 203, 131]","[173, 173, 167, 173, 101, 173, 173, 173]",316,223,163.25,1.3660030627871362,173,163.25,1.0597243491577335,50,22.42152466367713,29.430379746835442,45.25316455696203,15.822784810126583
EP4_output_capture_virtual_linear_remap,chessboard_RGB_e448,chart_document,47,16,1106,1106,0.9775680351042971,"[58, 165, 57, 100, 94, 34, 114, 103, 24, 52, 62, 109, 54, 149, 56, 75]","[77, 104, 70, 104, 104, 40, 104, 104, 30, 60, 74, 104, 62, 104, 76, 89]",231,165,81.625,2.021439509954058,104,81.625,1.2741194486983154,61,36.96969696969697,28.571428571428573,54.97835497835498,26.406926406926406
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,4,2,2453,2453,0.9486274796511581,"[1493, 1160]","[1327, 1326]",2065,1493,1326.5,1.1255182811911044,1327,1326.5,1.0003769317753486,166,11.118553248492967,27.699757869249396,35.738498789346245,8.038740920096853
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,4,4,2453,2453,0.963647995889234,"[488, 1005, 561, 599]","[606, 683, 681, 683]",1361,1005,663.25,1.5152657369016207,683,663.25,1.0297776102525442,322,32.039800995024876,26.15723732549596,49.81631153563556,23.659074210139604
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,4,8,2453,2453,0.9747134191078901,"[293, 195, 526, 479, 313, 248, 260, 339]","[349, 254, 350, 350, 350, 320, 330, 350]",715,526,331.625,1.5861289106671692,350,331.625,1.0554089709762533,176,33.460076045627375,26.433566433566433,51.04895104895105,24.615384615384617
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,4,16,2453,2453,0.9747182763270721,"[163, 130, 52, 143, 336, 190, 294, 185, 160, 153, 148, 100, 151, 109, 76, 263]","[183, 159, 73, 158, 199, 199, 200, 199, 189, 195, 159, 137, 184, 125, 95, 199]",477,336,165.8125,2.0263852242744065,200,165.8125,1.206181681115718,136,40.476190476190474,29.559748427672957,58.071278825995805,28.51153039832285
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,12,2,2453,2453,0.9170761871000372,"[1146, 1507]","[1326, 1327]",2112,1507,1326.5,1.1360723709008669,1327,1326.5,1.0003769317753486,180,11.944260119442601,28.645833333333332,37.16856060606061,8.522727272727273
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,12,4,2453,2453,0.941848917880823,"[658, 488, 690, 817]","[664, 663, 664, 662]",1081,817,663.25,1.231813041839427,664,663.25,1.001130795326046,153,18.727050183598532,24.421831637372804,38.575393154486584,14.153561517113783
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,12,8,2453,2453,0.9752244163168967,"[305, 353, 213, 275, 239, 451, 276, 541]","[349, 350, 257, 347, 317, 351, 331, 351]",708,541,331.625,1.6313607237090086,351,331.625,1.0584244251790427,190,35.12014787430684,23.587570621468927,50.42372881355932,26.836158192090394
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,12,16,2453,2453,0.9794335821374506,"[113, 192, 170, 183, 115, 98, 111, 164, 128, 111, 198, 253, 139, 137, 234, 307]","[139, 189, 189, 190, 135, 107, 121, 189, 168, 150, 189, 190, 156, 163, 189, 189]",391,307,165.8125,1.8514888805126273,190,165.8125,1.1458725970599322,117,38.11074918566775,21.483375959079282,51.406649616368284,29.923273657289002
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,24,2,2453,2453,0.9167779633038905,"[1100, 1553]","[1326, 1327]",2143,1553,1326.5,1.1707500942329438,1327,1326.5,1.0003769317753486,226,14.552479072762395,27.53149790013999,38.07746150256649,10.545963602426506
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,24,4,2453,2453,0.9632783770567326,"[609, 491, 622, 931]","[673, 633, 673, 674]",1233,931,663.25,1.403693931398417,674,663.25,1.0162080663399924,257,27.6047261009667,24.493106244931063,45.33657745336578,20.84347120843471
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,24,8,2453,2453,0.9760587947789481,"[243, 366, 199, 292, 270, 352, 291, 640]","[278, 386, 236, 310, 317, 385, 354, 387]",841,640,331.625,1.9298906897851489,387,331.625,1.1669807764794573,253,39.53125,23.900118906064208,53.983353151010704,30.083234244946492
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,24,16,2453,2453,0.9720884246035647,"[82, 161, 141, 225, 145, 54, 79, 213, 175, 95, 159, 193, 127, 164, 341, 299]","[97, 187, 178, 201, 174, 66, 86, 200, 200, 124, 182, 201, 155, 201, 201, 200]",444,341,165.8125,2.0565397663022993,201,165.8125,1.2122125895212967,140,41.05571847507331,23.1981981981982,54.729729729729726,31.53153153153153
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,36,2,2453,2453,0.9158818674963236,"[1162, 1491]","[1326, 1327]",2039,1491,1326.5,1.1240105540897098,1327,1326.5,1.0003769317753486,164,10.999329309188465,26.875919568415892,34.91907797940167,8.043158410985777
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,36,4,2453,2453,0.945052985819614,"[587, 575, 536, 955]","[663, 662, 664, 664]",1255,955,663.25,1.4398793818318885,664,663.25,1.001130795326046,291,30.471204188481675,23.904382470119522,47.091633466135455,23.187250996015937
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,36,8,2453,2453,0.9749388137199254,"[289, 298, 225, 350, 226, 310, 349, 606]","[318, 337, 274, 362, 281, 357, 362, 362]",806,606,331.625,1.8273652468903128,362,331.625,1.0915944214097248,244,40.26402640264026,24.81389578163772,55.08684863523573,30.272952853598014
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,36,16,2453,2453,0.9749937076979924,"[94, 195, 131, 167, 137, 88, 129, 221, 118, 108, 115, 195, 140, 209, 320, 286]","[116, 193, 171, 177, 175, 112, 158, 194, 159, 130, 133, 193, 162, 193, 193, 194]",427,320,165.8125,1.9298906897851489,194,165.8125,1.1699962306822465,126,39.375,25.05854800936768,54.566744730679154,29.508196721311474
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,44,2,2453,2453,0.9203679404814887,"[1596, 1057]","[1327, 1326]",2181,1596,1326.5,1.2031662269129288,1327,1326.5,1.0003769317753486,269,16.854636591478698,26.822558459422282,39.15635029802843,12.333791838606144
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,44,4,2453,2453,0.9401284997891807,"[906, 690, 586, 471]","[664, 663, 663, 663]",1216,906,663.25,1.3660007538635508,664,663.25,1.001130795326046,242,26.71081677704194,25.49342105263158,45.39473684210526,19.901315789473685
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,44,8,2453,2453,0.9454308608986006,"[515, 391, 314, 376, 326, 260, 275, 196]","[340, 340, 340, 340, 340, 340, 340, 273]",682,515,331.625,1.552958914436487,340,331.625,1.0252544289483603,175,33.980582524271846,24.486803519061585,50.146627565982406,25.65982404692082
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,44,16,2453,2453,0.9463890130725244,"[184, 331, 210, 181, 120, 194, 171, 205, 226, 100, 87, 173, 146, 129, 76, 120]","[182, 183, 183, 183, 145, 183, 183, 183, 183, 146, 112, 183, 178, 177, 106, 143]",435,331,165.8125,1.9962306822465135,183,165.8125,1.103656238220882,148,44.71299093655589,23.908045977011493,57.93103448275862,34.02298850574713
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,47,2,2453,2453,0.9442998175468479,"[1550, 1103]","[1326, 1327]",2203,1550,1326.5,1.1684885035808519,1327,1326.5,1.0003769317753486,223,14.387096774193548,29.64139809350885,39.76395823876532,10.122560145256468
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,47,4,2453,2453,0.9595903728528079,"[873, 677, 447, 656]","[679, 678, 618, 678]",1243,873,663.25,1.3162457595175274,679,663.25,1.0237467018469657,194,22.22222222222222,29.76669348350764,45.37409493161706,15.607401448109412
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,47,8,2453,2453,0.9631116118394274,"[544, 329, 260, 417, 194, 253, 388, 268]","[364, 363, 317, 364, 237, 317, 364, 327]",749,544,331.625,1.6404070863173765,364,331.625,1.0976253298153034,180,33.088235294117645,27.369826435246996,51.401869158878505,24.03204272363151
EP4_output_capture_virtual_linear_remap,ds_airport_connections_e672,chart_document,47,16,2453,2453,0.9726079764126976,"[253, 291, 184, 145, 140, 120, 206, 211, 66, 128, 115, 138, 131, 257, 165, 103]","[191, 191, 191, 182, 168, 149, 190, 191, 69, 149, 148, 170, 171, 190, 191, 112]",396,291,165.8125,1.7549943460233697,191,165.8125,1.1519035054655107,100,34.36426116838488,26.515151515151516,51.76767676767677,25.252525252525253
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,4,8,1098,1098,1.0498216026736897,"[212, 125, 134, 173, 182, 135, 131, 182]","[160, 160, 160, 157, 160, 160, 158, 159]",286,212,159.25,1.3312401883830456,160,159.25,1.0047095761381475,52,24.528301886792452,25.874125874125873,44.05594405594405,18.181818181818183
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,12,8,1098,1098,1.0497103478971037,"[197, 133, 143, 102, 130, 238, 191, 140]","[169, 168, 169, 119, 153, 170, 169, 157]",325,238,159.25,1.4945054945054945,170,159.25,1.067503924646782,68,28.571428571428573,26.76923076923077,47.69230769230769,20.923076923076923
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,24,8,1098,1098,1.0499097340014367,"[168, 132, 159, 114, 145, 203, 222, 131]","[162, 155, 162, 152, 161, 162, 162, 158]",281,222,159.25,1.3940345368916798,162,159.25,1.0172684458398744,60,27.027027027027028,20.99644128113879,42.34875444839858,21.352313167259787
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,36,8,1098,1098,1.0496109038209247,"[181, 108, 131, 152, 107, 178, 258, 159]","[175, 128, 159, 171, 116, 175, 175, 175]",318,258,159.25,1.620094191522763,175,159.25,1.098901098901099,83,32.17054263565891,18.867924528301888,44.9685534591195,26.10062893081761
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,44,8,1098,1098,1.0497649010407357,"[138, 141, 227, 162, 175, 160, 146, 125]","[160, 160, 160, 160, 160, 160, 156, 158]",291,227,159.25,1.4254317111459969,160,159.25,1.0047095761381475,67,29.515418502202643,21.993127147766323,45.017182130584196,23.02405498281787
historical_real_EP8_routes_router_risk_schedule,wave6,historical_ep8,47,8,1098,1098,1.0499885904046098,"[226, 145, 145, 188, 126, 106, 167, 171]","[161, 161, 161, 161, 161, 147, 161, 161]",318,226,159.25,1.4191522762951334,161,159.25,1.010989010989011,65,28.761061946902654,28.930817610062892,49.37106918238994,20.440251572327043
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,4,8,2195,2195,1.0499744222449032,"[408, 256, 272, 241, 334, 300, 225, 351]","[300, 300, 300, 300, 300, 300, 288, 299]",547,408,298.375,1.3674067867616255,300,298.375,1.0054461667364893,108,26.470588235294116,25.411334552102378,45.155393053016454,19.744058500914075
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,12,8,2195,2195,1.0499911618521989,"[359, 260, 254, 227, 205, 432, 363, 287]","[306, 306, 306, 295, 256, 306, 306, 306]",608,432,298.375,1.4478424801005447,306,298.375,1.0255550900712191,126,29.166666666666668,28.94736842105263,49.671052631578945,20.723684210526315
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,24,8,2195,2195,1.0495144452345089,"[344, 198, 336, 225, 250, 383, 396, 255]","[308, 249, 308, 301, 297, 308, 308, 308]",527,396,298.375,1.327188940092166,308,298.375,1.032258064516129,88,22.22222222222222,24.857685009487668,41.55597722960152,16.698292220113853
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,36,8,2195,2195,1.049997212524366,"[319, 178, 298, 256, 225, 338, 482, 291]","[317, 227, 318, 308, 264, 317, 318, 318]",615,482,298.375,1.6154168412232928,318,298.375,1.0657729367406787,164,34.024896265560166,21.6260162601626,48.292682926829265,26.666666666666668
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,44,8,2195,2195,1.0492514723474893,"[266, 287, 347, 321, 351, 331, 282, 202]","[300, 300, 299, 300, 300, 300, 300, 288]",495,351,298.375,1.1763720150816925,300,298.375,1.0054461667364893,51,14.52991452991453,29.09090909090909,39.39393939393939,10.303030303030303
historical_real_EP8_routes_router_risk_schedule,wave7,historical_ep8,47,8,2195,2195,1.0499481015841414,"[414, 265, 260, 344, 228, 205, 360, 311]","[301, 301, 301, 301, 298, 283, 301, 301]",608,414,298.375,1.3875157100963553,301,298.375,1.0087976539589443,113,27.294685990338163,31.907894736842106,50.49342105263158,18.585526315789473
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,4,8,6586,6586,1.0499697972833362,"[743, 919, 647, 1040, 920, 766, 741, 1002]","[848, 848, 848, 848, 848, 842, 848, 848]",1427,1040,847.25,1.2275007376807319,848,847.25,1.0008852168781353,192,18.46153846153846,27.119831814996495,40.574632095304835,13.454800280308339
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,12,8,6586,6586,1.0499560250121565,"[858, 509, 1115, 868, 529, 702, 1313, 884]","[905, 671, 904, 904, 680, 904, 905, 905]",1731,1313,847.25,1.5497196813219238,905,847.25,1.068161699616406,408,31.073876618431076,24.14789139225881,47.71808203350664,23.570190641247834
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,24,8,6586,6586,1.049993067927946,"[961, 676, 885, 811, 649, 635, 1279, 882]","[882, 799, 883, 882, 769, 798, 883, 882]",1618,1279,847.25,1.5095898495131308,883,847.25,1.042195337857775,396,30.961688819390147,20.95179233621755,45.42645241038319,24.474660074165637
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,36,8,6586,6586,1.0499883799955039,"[830, 578, 1093, 983, 634, 698, 1274, 688]","[892, 749, 892, 892, 786, 870, 892, 805]",1656,1274,847.25,1.5036884036588964,892,847.25,1.0528179403953968,382,29.984301412872842,23.067632850241544,46.13526570048309,23.067632850241544
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,44,8,6586,6586,1.0499802257845463,"[684, 800, 968, 1028, 817, 773, 1032, 676]","[848, 848, 848, 848, 848, 848, 848, 842]",1456,1032,847.25,1.218058424313957,848,847.25,1.0008852168781353,184,17.829457364341085,29.12087912087912,41.75824175824176,12.637362637362637
historical_real_EP8_routes_router_risk_schedule,wave8,historical_ep8,47,8,6586,6586,1.0483862770827377,"[1027, 1034, 694, 755, 464, 1098, 961, 745]","[868, 867, 868, 868, 704, 868, 868, 867]",1611,1098,847.25,1.2959575095898495,868,847.25,1.0244910002950722,230,20.947176684881605,31.843575418994412,46.12042209807573,14.276846679081316
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,4,8,3998,3998,1.0499939044442768,"[626, 427, 432, 430, 622, 425, 462, 798]","[528, 528, 526, 528, 528, 528, 528, 528]",1089,798,527.75,1.5120795831359546,528,527.75,1.0004737091425864,270,33.83458646616541,26.72176308539945,51.515151515151516,24.793388429752067
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,12,8,3998,3998,1.0496960534365445,"[571, 434, 473, 610, 364, 561, 772, 437]","[534, 534, 534, 534, 488, 534, 532, 532]",966,772,527.75,1.4628138323069635,534,527.75,1.0118427285646614,238,30.82901554404145,20.082815734989648,44.72049689440994,24.63768115942029
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,24,8,3998,3998,1.0499412565402209,"[605, 323, 692, 460, 440, 535, 742, 425]","[547, 430, 548, 547, 524, 547, 547, 532]",937,742,527.75,1.4059687351965893,548,527.75,1.0383704405495027,194,26.1455525606469,20.8110992529349,41.51547491995731,20.70437566702241
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,36,8,3998,3998,1.0498869075814643,"[547, 315, 667, 514, 362, 532, 789, 496]","[553, 430, 553, 553, 473, 553, 554, 553]",1013,789,527.75,1.4950260540028422,554,527.75,1.0497394599715775,235,29.784537389100127,22.11253701875617,45.310957551826256,23.198420533070088
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,44,8,3998,3998,1.0499977824095887,"[481, 503, 530, 555, 711, 512, 556, 374]","[529, 529, 529, 529, 529, 529, 529, 519]",951,711,527.75,1.3472288015158693,529,527.75,1.0023685457129323,182,25.59774964838256,25.236593059936908,44.37434279705573,19.13774973711882
historical_real_EP8_routes_router_risk_schedule,wave9,historical_ep8,47,8,3998,3998,1.049728835808662,"[710, 547, 381, 603, 310, 376, 753, 542]","[547, 547, 526, 547, 447, 516, 546, 546]",1051,753,527.75,1.4268119374703931,547,527.75,1.0364756039791567,206,27.357237715803453,28.35394862036156,47.95432921027593,19.600380589914366
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,4,8,4390,4390,1.0499863595868322,"[832, 480, 418, 580, 679, 502, 455, 668]","[583, 583, 563, 583, 583, 583, 553, 583]",1120,832,576.75,1.4425661031642827,583,576.75,1.010836584308626,249,29.927884615384617,25.714285714285715,47.94642857142857,22.232142857142858
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,12,8,4390,4390,1.0498068950869668,"[621, 648, 486, 457, 493, 795, 623, 491]","[577, 577, 577, 576, 577, 577, 576, 577]",1121,795,576.75,1.378413524057217,577,576.75,1.000433463372345,218,27.42138364779874,29.081177520071364,48.528099910793934,19.44692239072257
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,24,8,4390,4390,1.0499895948867604,"[506, 426, 714, 545, 567, 568, 689, 599]","[577, 575, 577, 577, 577, 577, 577, 577]",957,714,576.75,1.2379713914174253,577,576.75,1.000433463372345,137,19.18767507002801,25.391849529780565,39.70741901776385,14.31556948798328
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,36,8,4390,4390,1.0499114188300818,"[553, 377, 567, 581, 547, 636, 784, 569]","[577, 577, 577, 577, 577, 575, 577, 577]",1045,784,576.75,1.3593411356740355,577,576.75,1.000433463372345,207,26.403061224489797,24.976076555023923,44.78468899521531,19.80861244019139
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,44,8,4390,4390,1.0494241930906074,"[500, 607, 727, 545, 702, 488, 654, 391]","[578, 578, 577, 578, 577, 578, 578, 570]",1023,727,576.75,1.2605114867793672,578,576.75,1.002167316861725,149,20.495185694635488,28.93450635386119,43.499511241446726,14.565004887585532
historical_real_EP8_routes_router_risk_schedule,wave10,historical_ep8,47,8,4390,4390,1.0499980834447362,"[768, 534, 458, 683, 348, 477, 779, 567]","[587, 587, 587, 587, 505, 587, 587, 587]",1133,779,576.75,1.3506718682271348,587,576.75,1.0177719982661466,192,24.64698331193838,31.24448367166814,48.190644307149164,16.946160635481025
historical_real_EP8_routes_router_risk_schedule,wave11,historical_ep8,4,8,3842,3842,1.0498686221411366,"[551, 358, 375, 557, 595, 310, 523, 797]","[523, 497, 508, 523, 524, 444, 523, 524]",1088,797,508.25,1.5681259222823414,524,508.25,1.0309886866699458,273,34.2534504391468,26.746323529411764,51.838235294117645,25.091911764705884
historical_real_EP8_routes_router_risk_schedule,wave11,historical_ep8,12,8,3842,3842,1.0499539234029418,"[547, 398, 472, 814, 387, 345, 717, 386]","[539, 474, 539, 540, 477, 470, 540, 487]",1073,814,508.25,1.601574028529267,540,508.25,1.0624692572552878,274,33.66093366093366,24.137931034482758,49.67381174277726,25.535880708294503
